username,course,registered_at,start_date,account_age_days,user_cohort
Iripseudocorus,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2023-11-13 09:21:35+00:00,2025-08-26 17:00:00+00:00,652.3183449074074,Existing User
Syurida,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2024-01-27 17:42:00+00:00,2025-08-26 17:00:00+00:00,576.9708333333333,Existing User
Sansabit,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2024-05-19 03:38:44+00:00,2025-08-26 17:00:00+00:00,464.5564351851852,Existing User
Lembayung Indah,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2024-01-19 00:41:37+00:00,2025-08-26 17:00:00+00:00,585.6794328703704,Existing User
Fatma nizam92,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2024-06-14 16:43:38+00:00,2025-08-26 17:00:00+00:00,438.01136574074076,Existing User
Muufii,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2024-06-27 08:34:34+00:00,2025-08-26 17:00:00+00:00,425.35099537037036,Existing User
Niryhpr,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2024-10-17 16:54:26+00:00,2025-08-26 17:00:00+00:00,313.00386574074076,Existing User
Deboradamanikm,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2019-02-08 07:25:57+00:00,2025-08-26 17:00:00+00:00,2391.3986458333334,Existing User
Afdhal Sy,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2024-09-22 13:24:56+00:00,2025-08-26 17:00:00+00:00,338.14935185185186,Existing User
Syifa Adiba,Wikimedia_Indonesia/Geodatathon_Agustus_2025,2025-08-12 06:38:48+00:00,2025-08-26 17:00:00+00:00,14.43138888888889,Existing User
Zhilal Darma,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_15_November_2025,2018-09-25 06:17:31+00:00,2025-11-14 23:00:00+00:00,2607.6961689814816,Existing User
Fakhruddin Arrazzi,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_15_November_2025,2019-10-06 14:51:42+00:00,2025-11-14 23:00:00+00:00,2231.3390972222223,Existing User
Happywu,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_15_November_2025,2023-12-07 15:52:47+00:00,2025-11-14 23:00:00+00:00,708.2966782407408,Existing User
Tisa0603,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_15_November_2025,2024-02-04 03:05:57+00:00,2025-11-14 23:00:00+00:00,649.8292013888889,Existing User
Afdhal Sy,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_15_November_2025,2024-09-22 13:24:56+00:00,2025-11-14 23:00:00+00:00,418.39935185185186,Existing User
Diarahmaa,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_15_November_2025,2025-06-26 11:09:24+00:00,2025-11-14 23:00:00+00:00,141.4934722222222,Existing User
Unincantik,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_15_November_2025,2025-10-11 02:56:36+00:00,2025-11-14 23:00:00+00:00,34.83569444444444,Existing User
Unicornbaddie,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 02:27:17+00:00,2025-10-26 23:00:00+00:00,-0.14394675925925926,New User
Meylin Choiry,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 02:31:27+00:00,2025-10-26 23:00:00+00:00,-0.14684027777777778,New User
Billakuyy,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 02:29:20+00:00,2025-10-26 23:00:00+00:00,-0.14537037037037037,New User
Gadis kecil imut,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 02:35:16+00:00,2025-10-26 23:00:00+00:00,-0.14949074074074073,New User
Awaa3ee,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-26 23:29:17+00:00,2025-10-26 23:00:00+00:00,-0.020335648148148148,New User
Joejoe354,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 03:34:00+00:00,2025-10-26 23:00:00+00:00,-0.19027777777777777,New User
Kylie latte,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-26 22:54:03+00:00,2025-10-26 23:00:00+00:00,0.004131944444444444,New User
Mutiadela,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-26 16:30:40+00:00,2025-10-26 23:00:00+00:00,0.27037037037037037,New User
Maulana Iman Al Farizi,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 03:06:32+00:00,2025-10-26 23:00:00+00:00,-0.1712037037037037,New User
Ilham245,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-26 16:33:39+00:00,2025-10-26 23:00:00+00:00,0.2682986111111111,New User
MEI-mei07,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 03:35:53+00:00,2025-10-26 23:00:00+00:00,-0.19158564814814816,New User
Faiz243,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 03:05:09+00:00,2025-10-26 23:00:00+00:00,-0.17024305555555555,New User
Yuinday,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-26 16:16:56+00:00,2025-10-26 23:00:00+00:00,0.2799074074074074,New User
Telor Omelet,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-26 23:26:37+00:00,2025-10-26 23:00:00+00:00,-0.018483796296296297,New User
Robet33,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 03:31:21+00:00,2025-10-26 23:00:00+00:00,-0.1884375,New User
Bottlu,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 03:39:02+00:00,2025-10-26 23:00:00+00:00,-0.19377314814814814,New User
Chilsieau,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-26 23:18:34+00:00,2025-10-26 23:00:00+00:00,-0.012893518518518518,New User
Deandradarryl.14,Wikimedia_Indonesia/Wikilatih_Wikidata_UISU_27_Oktober_2025,2025-10-27 03:05:46+00:00,2025-10-26 23:00:00+00:00,-0.1706712962962963,New User
Johnstad Di Maria,Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2016-06-30 06:34:02+00:00,2025-11-19 22:00:00+00:00,3429.643032407407,Existing User
Adhi Kurniawan,Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2012-09-15 18:29:58+00:00,2025-11-19 22:00:00+00:00,4813.145856481481,Existing User
Empat Tilda,Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2018-02-13 11:25:35+00:00,2025-11-19 22:00:00+00:00,2836.4405671296295,Existing User
Ulumarifah,Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2019-10-16 13:00:58+00:00,2025-11-19 22:00:00+00:00,2226.3743287037037,Existing User
Dian (WMID),Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2021-11-01 04:25:17+00:00,2025-11-19 22:00:00+00:00,1479.7324421296296,Existing User
Kanzcech,Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2018-08-02 05:44:39+00:00,2025-11-19 22:00:00+00:00,2666.677326388889,Existing User
Seeharee,Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2022-12-14 12:50:22+00:00,2025-11-19 22:00:00+00:00,1071.3816898148148,Existing User
Yamato Shiya,Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2023-08-21 14:16:15+00:00,2025-11-19 22:00:00+00:00,821.3220486111111,Existing User
Muufii,Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2024-06-27 08:34:34+00:00,2025-11-19 22:00:00+00:00,510.5593287037037,Existing User
Abdisaverio,Wikimedia_Indonesia/Kopdar_Wikimedia_Surabaya_20_November_2025_(20_November_2025),2025-08-24 07:07:03+00:00,2025-11-19 22:00:00+00:00,87.62010416666666,Existing User
Haqqulyaqiin,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 13:26:54+00:00,2025-11-20 22:00:00+00:00,0.35631944444444447,New User
Marveljeremia,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 04:21:30+00:00,2025-11-20 22:00:00+00:00,0.7350694444444444,New User
Finaniswatin,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 07:44:21+00:00,2025-11-20 22:00:00+00:00,0.5942013888888888,New User
Nabilazrareva,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 04:42:04+00:00,2025-11-20 22:00:00+00:00,0.7207870370370371,New User
CECILYA AUDRIA,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 04:38:19+00:00,2025-11-20 22:00:00+00:00,0.7233912037037037,New User
Kevinnathaneal123,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 04:41:17+00:00,2025-11-20 22:00:00+00:00,0.7213310185185186,New User
Mutia Bahalwan,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 04:49:38+00:00,2025-11-20 22:00:00+00:00,0.7155324074074074,New User
Mochammadafzal,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 04:47:18+00:00,2025-11-20 22:00:00+00:00,0.7171527777777778,New User
Bulanmarseliawt,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 04:33:55+00:00,2025-11-20 22:00:00+00:00,0.7264467592592593,New User
Firlygreselda,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 04:40:25+00:00,2025-11-20 22:00:00+00:00,0.7219328703703703,New User
Devi Rahmania,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 13:54:43+00:00,2025-11-20 22:00:00+00:00,0.3370023148148148,New User
Javier Ihsan,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 12:09:41+00:00,2025-11-20 22:00:00+00:00,0.4099421296296296,New User
Bingar Kenaya,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 01:17:42+00:00,2025-11-20 22:00:00+00:00,0.8627083333333333,New User
Jania Elysia,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 07:13:22+00:00,2025-11-20 22:00:00+00:00,0.6157175925925926,New User
Yushan-Riry,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 04:29:57+00:00,2025-11-20 22:00:00+00:00,0.7292013888888889,New User
Dian Pratiwi 14,Wikimedia_Indonesia/Wikilatih_Wikidata_UNAIR_21_November_2025,2025-11-20 12:01:00+00:00,2025-11-20 22:00:00+00:00,0.41597222222222224,New User
Antya Anantari,Wikimedia_Indonesia/Kopdar_Wikidata_Malang_5_Desember_2025,2018-12-24 01:21:05+00:00,2025-12-04 22:00:00+00:00,2537.860358796296,Existing User
Empat Tilda,Wikimedia_Indonesia/Kopdar_Wikidata_Malang_5_Desember_2025,2018-02-13 11:25:35+00:00,2025-12-04 22:00:00+00:00,2851.4405671296295,Existing User
Ahmadrizky0102,Wikimedia_Indonesia/Kopdar_Wikidata_Malang_5_Desember_2025,2023-10-27 13:56:59+00:00,2025-12-04 22:00:00+00:00,769.3354282407407,Existing User
Syaasantoso,Wikimedia_Indonesia/Kopdar_Wikidata_Malang_5_Desember_2025,2024-04-16 13:11:49+00:00,2025-12-04 22:00:00+00:00,597.3667939814815,Existing User
Mandai Imut,Wikimedia_Indonesia/Kopdar_Wikidata_Malang_5_Desember_2025,2025-03-07 05:51:34+00:00,2025-12-04 22:00:00+00:00,272.6725231481482,Existing User
Cawilll,Wikimedia_Indonesia/Kopdar_Wikidata_Malang_5_Desember_2025,2025-03-07 08:34:29+00:00,2025-12-04 22:00:00+00:00,272.5593865740741,Existing User
Fishynila,Wikimedia_Indonesia/Kopdar_Wikidata_Malang_5_Desember_2025,2024-10-15 12:47:03+00:00,2025-12-04 22:00:00+00:00,415.38399305555555,Existing User
Harmawanto,Wikimedia_Indonesia/Kopdar_Wikidata_Malang_5_Desember_2025,2025-12-03 12:56:12+00:00,2025-12-04 22:00:00+00:00,1.3776388888888889,New User
Hakim Abimanyu,Wikimedia_Indonesia/Kopdar_Wikidata_Malang_5_Desember_2025,2025-10-05 15:37:17+00:00,2025-12-04 22:00:00+00:00,60.265775462962964,Existing User
Naval Scene,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2008-05-31 15:13:33+00:00,2025-12-13 15:00:00+00:00,6404.990590277778,Existing User
Andra Aliyev,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2016-01-17 15:20:58+00:00,2025-12-13 15:00:00+00:00,3617.985439814815,Existing User
Chongkian,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2009-08-21 06:41:21+00:00,2025-12-13 15:00:00+00:00,5958.346284722223,Existing User
Oceanmuse,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2019-09-08 12:35:58+00:00,2025-12-13 15:00:00+00:00,2288.100023148148,Existing User
Affandy Murad,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2008-06-30 12:36:43+00:00,2025-12-13 15:00:00+00:00,6375.099502314815,Existing User
Badak Jawa,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2021-06-28 06:56:00+00:00,2025-12-13 15:00:00+00:00,1629.3361111111112,Existing User
Pitchrigi,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2023-06-03 15:30:03+00:00,2025-12-13 15:00:00+00:00,923.9791319444445,Existing User
OwlyKnight,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2022-09-16 06:42:02+00:00,2025-12-13 15:00:00+00:00,1184.3458101851852,Existing User
BlueberryCheeseCream,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2024-04-25 08:53:52+00:00,2025-12-13 15:00:00+00:00,597.2542592592592,Existing User
Hzu Hzu,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2024-05-12 01:10:20+00:00,2025-12-13 15:00:00+00:00,580.5761574074074,Existing User
Writingtradition,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2024-12-04 01:55:53+00:00,2025-12-13 15:00:00+00:00,374.54452546296295,Existing User
MomRhino,Wikimedia_Indonesia/Kopdar_Wikidata_Jakarta_14_Desember_2025_(14_Desember_2025),2025-09-19 05:59:13+00:00,2025-12-13 15:00:00+00:00,85.37554398148148,Existing User
Kanzcech,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2018-08-02 05:44:39+00:00,2025-12-18 22:00:00+00:00,2695.677326388889,Existing User
Radramboo,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2022-08-27 10:06:38+00:00,2025-12-18 22:00:00+00:00,1209.4953935185185,Existing User
Sabil Khoer Al Munawar,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2023-02-24 16:26:43+00:00,2025-12-18 22:00:00+00:00,1028.2314467592594,Existing User
Menyusurisudutnegeri,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2024-01-19 13:43:58+00:00,2025-12-18 22:00:00+00:00,699.3444675925925,Existing User
Raihankakicak,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2024-11-13 11:18:35+00:00,2025-12-18 22:00:00+00:00,400.44542824074074,Existing User
Kiaryabagusadiwardana,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2024-12-30 10:37:10+00:00,2025-12-18 22:00:00+00:00,353.4741898148148,Existing User
Kangwikii,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2025-08-22 19:04:09+00:00,2025-12-18 22:00:00+00:00,118.12211805555556,Existing User
Diarahmaa,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2025-06-26 11:09:24+00:00,2025-12-18 22:00:00+00:00,175.45180555555555,Existing User
Adhiiik,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2025-12-16 03:50:45+00:00,2025-12-18 22:00:00+00:00,2.756423611111111,New User
Rezanuronline,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2025-12-13 09:37:27+00:00,2025-12-18 22:00:00+00:00,5.515659722222222,New User
Trihadisulistyanto,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2025-11-18 14:17:03+00:00,2025-12-18 22:00:00+00:00,30.321493055555557,Existing User
Alexpendria,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2025-09-25 00:06:50+00:00,2025-12-18 22:00:00+00:00,84.9119212962963,Existing User
TorangEdit,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2025-10-07 13:59:57+00:00,2025-12-18 22:00:00+00:00,72.33336805555555,Existing User
Soleh199101,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2025-09-27 10:00:02+00:00,2025-12-18 22:00:00+00:00,82.49997685185186,Existing User
Cakjulpikar,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2022-12-29 03:33:35+00:00,2025-12-18 22:00:00+00:00,1085.7683449074075,Existing User
Bagindokemas,Wikimedia_Indonesia/Wikilatih_Wikidata_Daring_untuk_Akademisi,2025-12-19 07:36:13+00:00,2025-12-18 22:00:00+00:00,-0.40015046296296297,New User
