username,course,registered_at,start_date,account_age_days,user_cohort
Kume Gucci,Wikimedia_Indonesia/Datathon_Musik_Indonesia,2024-06-08 06:58:38+00:00,2026-01-28 17:00:00+00:00,599.4176157407408,Existing User
Afdhal Sy,Wikimedia_Indonesia/Datathon_Musik_Indonesia,2024-09-22 13:24:56+00:00,2026-01-28 17:00:00+00:00,493.14935185185186,Existing User
Pluviophille,Wikimedia_Indonesia/Datathon_Musik_Indonesia,2025-08-14 02:57:26+00:00,2026-01-28 17:00:00+00:00,167.58511574074075,Existing User
Anita Basyaiban,Wikimedia_Indonesia/Datathon_Musik_Indonesia,2026-01-30 03:56:18+00:00,2026-01-28 17:00:00+00:00,-1.4557638888888889,New User
Untari120,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2021-11-23 12:45:35+00:00,2026-03-02 22:00:00+00:00,1560.385011574074,Existing User
Mareginak,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:24:29+00:00,2026-03-02 22:00:00+00:00,-0.14200231481481482,New User
Anjarilham123,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:12:46+00:00,2026-03-02 22:00:00+00:00,-0.13386574074074073,New User
D4T4KU35,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-02 01:43:15+00:00,2026-03-02 22:00:00+00:00,0.8449652777777777,New User
Ahma042,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-02 14:25:23+00:00,2026-03-02 22:00:00+00:00,0.31570601851851854,New User
Arnutara,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:56:05+00:00,2026-03-02 22:00:00+00:00,-0.16394675925925925,New User
Rulilin,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:42:32+00:00,2026-03-02 22:00:00+00:00,-0.15453703703703703,New User
Datalaya,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-02 01:52:06+00:00,2026-03-02 22:00:00+00:00,0.8388194444444445,New User
Jaen19680519,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 02:07:11+00:00,2026-03-02 22:00:00+00:00,-0.1716550925925926,New User
Savirard,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 02:11:40+00:00,2026-03-02 22:00:00+00:00,-0.17476851851851852,New User
Rizzal87,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:49:47+00:00,2026-03-02 22:00:00+00:00,-0.15957175925925926,New User
Data2ku,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:15:56+00:00,2026-03-02 22:00:00+00:00,-0.1360648148148148,New User
Dhee03,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:38:50+00:00,2026-03-02 22:00:00+00:00,-0.1519675925925926,New User
Hetha23,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:40:26+00:00,2026-03-02 22:00:00+00:00,-0.15307870370370372,New User
Ikanarwana,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-02 02:17:37+00:00,2026-03-02 22:00:00+00:00,0.8210995370370371,New User
EendR,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:48:56+00:00,2026-03-02 22:00:00+00:00,-0.15898148148148147,New User
LisdaRahayu,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-02 04:25:58+00:00,2026-03-02 22:00:00+00:00,0.7319675925925926,New User
Noerda,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:34:57+00:00,2026-03-02 22:00:00+00:00,-0.14927083333333332,New User
TripleteHunter,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-02 02:22:24+00:00,2026-03-02 22:00:00+00:00,0.8177777777777778,New User
Kolaktape,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 02:01:25+00:00,2026-03-02 22:00:00+00:00,-0.16765046296296296,New User
Lawangsewu,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-03 01:57:43+00:00,2026-03-02 22:00:00+00:00,-0.16508101851851853,New User
Kupunyadata,Wikimedia_Indonesia/Wikilatih_Wikidata_BRIN,2026-03-02 01:45:22+00:00,2026-03-02 22:00:00+00:00,0.8434953703703704,New User
N.imaema,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2023-02-20 03:51:39+00:00,2026-03-28 22:00:00+00:00,1132.755798611111,Existing User
Butterfly Beauty2003,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2024-01-21 02:13:25+00:00,2026-03-28 22:00:00+00:00,797.8240162037036,Existing User
Hainisyaf,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2024-03-03 03:50:26+00:00,2026-03-28 22:00:00+00:00,755.7566435185186,Existing User
Sastranap,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2024-03-03 02:31:29+00:00,2026-03-28 22:00:00+00:00,755.8114699074074,Existing User
Exdhar,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2024-04-19 13:04:54+00:00,2026-03-28 22:00:00+00:00,708.3715972222222,Existing User
Ahmedsheeran,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2025-11-06 21:58:35+00:00,2026-03-28 22:00:00+00:00,142.0009837962963,Existing User
Ibrohim tijani,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2025-10-25 12:20:55+00:00,2026-03-28 22:00:00+00:00,154.4021412037037,Existing User
Rara Kamiliya,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2025-10-10 06:10:15+00:00,2026-03-28 22:00:00+00:00,169.65954861111112,Existing User
Shofiafiya,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2026-03-15 07:58:19+00:00,2026-03-28 22:00:00+00:00,13.584502314814815,Existing User
Thalassophile,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2025-12-04 14:53:23+00:00,2026-03-28 22:00:00+00:00,114.29626157407408,Existing User
Malaa98,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2026-03-15 09:16:21+00:00,2026-03-28 22:00:00+00:00,13.5303125,Existing User
Mry25,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2026-03-15 10:55:36+00:00,2026-03-28 22:00:00+00:00,13.461388888888889,Existing User
Bararah,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2026-03-12 15:37:22+00:00,2026-03-28 22:00:00+00:00,16.265717592592594,Existing User
Waqid,Wikimedia_Indonesia/Wikilatih_Wikidata_Madura_29_Maret,2020-01-27 19:50:42+00:00,2026-03-28 22:00:00+00:00,2252.0897916666668,Existing User
Stenlyparker,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:41:54+00:00,2026-03-30 22:00:00+00:00,-0.4040972222222222,New User
Brownismatcha,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:57:42+00:00,2026-03-30 22:00:00+00:00,-0.41506944444444444,New User
Yamizo,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-01-20 02:46:09+00:00,2026-03-30 22:00:00+00:00,69.80128472222222,Existing User
SOOUW,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-01-20 02:47:11+00:00,2026-03-30 22:00:00+00:00,69.80056712962963,Existing User
Pastelcereal,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:53:48+00:00,2026-03-30 22:00:00+00:00,-0.4123611111111111,New User
Mihyaerukaiza,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 08:41:26+00:00,2026-03-30 22:00:00+00:00,-0.4454398148148148,New User
Daritadiaja,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 09:12:01+00:00,2026-03-30 22:00:00+00:00,-0.46667824074074077,New User
Fangtuah,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:47:30+00:00,2026-03-30 22:00:00+00:00,-0.4079861111111111,New User
Ading aja,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:57:59+00:00,2026-03-30 22:00:00+00:00,-0.4152662037037037,New User
Bangamatzy,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-01-20 02:49:02+00:00,2026-03-30 22:00:00+00:00,69.7992824074074,Existing User
Nasgorpekalongan99,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:47:17+00:00,2026-03-30 22:00:00+00:00,-0.40783564814814816,New User
Glize with,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:57:58+00:00,2026-03-30 22:00:00+00:00,-0.4152546296296296,New User
Mintaseratus,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 08:01:38+00:00,2026-03-30 22:00:00+00:00,-0.41780092592592594,New User
Bagilimaribu,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 08:01:46+00:00,2026-03-30 22:00:00+00:00,-0.4178935185185185,New User
Asfail1212,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:53:50+00:00,2026-03-30 22:00:00+00:00,-0.41238425925925926,New User
Mangusuyuppp1,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:44:54+00:00,2026-03-30 22:00:00+00:00,-0.40618055555555554,New User
Ucupphexa,Wikimedia_Indonesia/Wikilatih_Wikidata_Jakarta_31_Maret_2026,2026-03-31 07:36:55+00:00,2026-03-30 22:00:00+00:00,-0.40063657407407405,New User
Noursdlly,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2024-06-28 08:44:36+00:00,2026-04-18 22:00:00+00:00,659.5523611111112,Existing User
Sri aini,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2021-07-14 16:54:39+00:00,2026-04-18 22:00:00+00:00,1739.2120486111112,Existing User
Aghnisans,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2024-09-29 04:23:24+00:00,2026-04-18 22:00:00+00:00,566.73375,Existing User
TyoAriSetiadi,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-02-14 23:21:59+00:00,2026-04-18 22:00:00+00:00,62.94306712962963,Existing User
Ailymaheswari,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-19 03:04:22+00:00,2026-04-18 22:00:00+00:00,-0.21136574074074074,New User
Amelia.marelle,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-19 02:58:30+00:00,2026-04-18 22:00:00+00:00,-0.20729166666666668,New User
Anifatun Kh,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-18 17:15:02+00:00,2026-04-18 22:00:00+00:00,0.19789351851851852,New User
AuliaUr,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-19 02:58:42+00:00,2026-04-18 22:00:00+00:00,-0.20743055555555556,New User
Dian Kusuma W,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-19 04:34:22+00:00,2026-04-18 22:00:00+00:00,-0.2738657407407407,New User
Ifanach,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-19 03:00:31+00:00,2026-04-18 22:00:00+00:00,-0.20869212962962963,New User
Kepin123,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-20 04:29:20+00:00,2026-04-18 22:00:00+00:00,-1.2703703703703704,New User
Kfyaa,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2023-04-15 13:18:26+00:00,2026-04-18 22:00:00+00:00,1099.3621990740742,Existing User
Khuluqul afyz,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-18 17:49:55+00:00,2026-04-18 22:00:00+00:00,0.1736689814814815,New User
Nurmalalala,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-19 02:58:33+00:00,2026-04-18 22:00:00+00:00,-0.20732638888888888,New User
Rochman Zamani,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2024-10-27 00:29:00+00:00,2026-04-18 22:00:00+00:00,538.8965277777778,Existing User
Rwants27,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-19 03:09:11+00:00,2026-04-18 22:00:00+00:00,-0.21471064814814814,New User
SERLI MUBAROKAH,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-19 03:00:34+00:00,2026-04-18 22:00:00+00:00,-0.20872685185185186,New User
Umifatt,Wikimedia_Indonesia/Wikilatih_Wikidata_Banjarnegara,2026-04-18 16:54:57+00:00,2026-04-18 22:00:00+00:00,0.21184027777777778,New User
Rahmie Sabine,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2020-08-10 16:22:02+00:00,2026-04-23 17:00:00+00:00,2082.026365740741,Existing User
Fakhruddin Arrazzi,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2019-10-06 14:51:42+00:00,2026-04-23 17:00:00+00:00,2391.0890972222223,Existing User
Ah.Masyhar,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2021-10-09 13:13:51+00:00,2026-04-23 17:00:00+00:00,1657.1570486111111,Existing User
Mery Nurfa Dilla,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2021-10-24 06:16:42+00:00,2026-04-23 17:00:00+00:00,1642.446736111111,Existing User
Nurhidayah Tanjung,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2020-02-04 12:06:12+00:00,2026-04-23 17:00:00+00:00,2270.204027777778,Existing User
Alicya-,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2019-12-03 03:42:36+00:00,2026-04-23 17:00:00+00:00,2333.55375,Existing User
Hasnanf,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2022-11-03 11:45:07+00:00,2026-04-23 17:00:00+00:00,1267.2186689814814,Existing User
Radramboo,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2022-08-27 10:06:38+00:00,2026-04-23 17:00:00+00:00,1335.2870601851853,Existing User
Seeharee,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2022-12-14 12:50:22+00:00,2026-04-23 17:00:00+00:00,1226.1733564814815,Existing User
Dyalim,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2023-01-11 05:13:18+00:00,2026-04-23 17:00:00+00:00,1198.490763888889,Existing User
Fardhanzlf,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2023-02-24 18:36:58+00:00,2026-04-23 17:00:00+00:00,1153.932662037037,Existing User
N.imaema,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2023-02-20 03:51:39+00:00,2026-04-23 17:00:00+00:00,1158.5474652777777,Existing User
Cgjkldn,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2022-03-22 12:58:31+00:00,2026-04-23 17:00:00+00:00,1493.1676967592593,Existing User
OwlyKnight,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2022-09-16 06:42:02+00:00,2026-04-23 17:00:00+00:00,1315.4291435185185,Existing User
Sansabit,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2024-05-19 03:38:44+00:00,2026-04-23 17:00:00+00:00,704.5564351851851,Existing User
Ratri Ayumsari,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2024-11-04 15:15:38+00:00,2026-04-23 17:00:00+00:00,535.0724768518519,Existing User
Ris00l may00,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2024-12-05 06:16:43+00:00,2026-04-23 17:00:00+00:00,504.446724537037,Existing User
Sekar Jarwo Soekarno,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2024-06-20 04:14:58+00:00,2026-04-23 17:00:00+00:00,672.5312731481481,Existing User
Afdhal Sy,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2024-09-22 13:24:56+00:00,2026-04-23 17:00:00+00:00,578.1493518518519,Existing User
Ahmedsheeran,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2025-11-06 21:58:35+00:00,2026-04-23 17:00:00+00:00,167.79265046296297,Existing User
Ars-arsa,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2025-12-07 06:55:40+00:00,2026-04-23 17:00:00+00:00,137.41967592592593,Existing User
Adhiiik,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2025-12-16 03:50:45+00:00,2026-04-23 17:00:00+00:00,128.5480902777778,Existing User
Diaryharumpuspita,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2025-12-08 06:25:16+00:00,2026-04-23 17:00:00+00:00,136.44078703703704,Existing User
Anita Basyaiban,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2026-01-30 03:56:18+00:00,2026-04-23 17:00:00+00:00,83.5442361111111,Existing User
Sarieffe,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2026-01-31 13:18:30+00:00,2026-04-23 17:00:00+00:00,82.15381944444445,Existing User
Pangesti Dewi Letari,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2026-02-15 01:21:43+00:00,2026-04-23 17:00:00+00:00,67.65158564814814,Existing User
Nurania,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2026-04-23 01:18:44+00:00,2026-04-23 17:00:00+00:00,0.6536574074074074,New User
Alykarina,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2026-02-16 04:42:55+00:00,2026-04-23 17:00:00+00:00,66.51186342592592,Existing User
Eka Aprilia Fajrin,Wikimedia_Indonesia/Datathon_Bulan_Wiki_Perempuan_2026,2026-04-22 08:04:35+00:00,2026-04-23 17:00:00+00:00,1.3718171296296295,New User
Rahmatdenas,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2011-06-06 11:31:47+00:00,2026-04-25 22:00:00+00:00,5437.436261574074,Existing User
Sam Hidayat,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2017-12-28 05:51:25+00:00,2026-04-25 22:00:00+00:00,3040.6726273148147,Existing User
Fhikri Latifi,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2024-07-13 11:48:22+00:00,2026-04-25 22:00:00+00:00,651.4247453703704,Existing User
Yuliarp,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2024-09-27 08:43:19+00:00,2026-04-25 22:00:00+00:00,575.5532523148148,Existing User
Ris00l may00,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2024-12-05 06:16:43+00:00,2026-04-25 22:00:00+00:00,506.65505787037034,Existing User
Novita02,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2025-02-21 07:48:58+00:00,2026-04-25 22:00:00+00:00,428.59099537037036,Existing User
Suga Widi,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2025-04-27 15:05:34+00:00,2026-04-25 22:00:00+00:00,363.2878009259259,Existing User
Kiaryabagusadiwardana,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2024-12-30 10:37:10+00:00,2026-04-25 22:00:00+00:00,481.4741898148148,Existing User
Afifah Al Adzkiya,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2025-12-01 08:00:35+00:00,2026-04-25 22:00:00+00:00,145.58292824074073,Existing User
Annafinanda,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2025-10-14 12:40:53+00:00,2026-04-25 22:00:00+00:00,193.38827546296295,Existing User
FaradillaLala12,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2026-04-26 03:17:51+00:00,2026-04-25 22:00:00+00:00,-0.22072916666666667,New User
Benabrid,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2026-02-11 16:11:25+00:00,2026-04-25 22:00:00+00:00,73.24207175925926,Existing User
Fauzan Bimo,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2026-04-26 03:31:30+00:00,2026-04-25 22:00:00+00:00,-0.23020833333333332,New User
GilangCahyo,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2024-01-18 14:41:40+00:00,2026-04-25 22:00:00+00:00,828.3043981481482,Existing User
Menariq15,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2026-04-26 03:25:02+00:00,2026-04-25 22:00:00+00:00,-0.22571759259259258,New User
Fazi Alfara,Wikimedia_Indonesia/Wikilatih_Wikidata_Yogyakarta_2026,2026-04-26 03:36:42+00:00,2026-04-25 22:00:00+00:00,-0.23381944444444444,New User
Muhammad Ali Zabar,Wikimedia_Indonesia/Pemagangan_Datatek_April_2026,2025-02-21 13:50:24+00:00,2026-04-27 17:00:00+00:00,430.13166666666666,Existing User
Rahmatdenas,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2011-06-06 11:31:47+00:00,2026-05-23 22:00:00+00:00,5465.436261574074,Existing User
Putriuzdahw,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2022-01-03 12:04:27+00:00,2026-05-23 22:00:00+00:00,1601.413576388889,Existing User
WanaraLima,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2022-04-05 04:44:12+00:00,2026-05-23 22:00:00+00:00,1509.7193055555556,Existing User
Fhikri Latifi,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2024-07-13 11:48:22+00:00,2026-05-23 22:00:00+00:00,679.4247453703704,Existing User
Candramawa99,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2024-03-05 13:37:06+00:00,2026-05-23 22:00:00+00:00,809.3492361111112,Existing User
Ris00l may00,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2024-12-05 06:16:43+00:00,2026-05-23 22:00:00+00:00,534.6550578703703,Existing User
Nasudi,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2025-05-17 05:51:41+00:00,2026-05-23 22:00:00+00:00,371.67244212962964,Existing User
Muhamad Fahrizal Leo Pratama,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2025-07-21 03:16:53+00:00,2026-05-23 22:00:00+00:00,306.7799421296296,Existing User
Maulana N Iz,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2025-05-12 03:34:39+00:00,2026-05-23 22:00:00+00:00,376.7676041666667,Existing User
Annafinanda,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2025-10-14 12:40:53+00:00,2026-05-23 22:00:00+00:00,221.38827546296295,Existing User
FaradillaLala12,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2026-04-26 03:17:51+00:00,2026-05-23 22:00:00+00:00,27.77927083333333,Existing User
Zakaria,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2018-02-26 07:41:29+00:00,2026-05-23 22:00:00+00:00,3008.59619212963,Existing User
Waleed.butt0025,Wikimedia_Indonesia/Kopdar_Wikidata_Yogyakarta_24_Mei_2026,2014-07-14 21:35:54+00:00,2026-05-23 22:00:00+00:00,4331.016736111111,Existing User
Mechaenjoyed,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2018-12-17 13:31:26+00:00,2026-05-23 22:00:00+00:00,2714.3531712962963,Existing User
Fakhruddin Arrazzi,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2019-10-06 14:51:42+00:00,2026-05-23 22:00:00+00:00,2421.2974305555554,Existing User
Syurida,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2024-01-27 17:42:00+00:00,2026-05-23 22:00:00+00:00,847.1791666666667,Existing User
Tisa0603,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2024-02-04 03:05:57+00:00,2026-05-23 22:00:00+00:00,839.7875347222222,Existing User
Sandi rambe,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2024-06-28 17:41:04+00:00,2026-05-23 22:00:00+00:00,694.1798148148148,Existing User
Laila Nasution,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2025-09-09 11:29:44+00:00,2026-05-23 22:00:00+00:00,256.43768518518516,Existing User
DwiFidratul,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2025-06-26 11:35:02+00:00,2026-05-23 22:00:00+00:00,331.4340046296296,Existing User
Nadia Erwanda,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2024-11-26 10:28:34+00:00,2026-05-23 22:00:00+00:00,543.4801620370371,Existing User
Firman Rusda,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2025-05-21 14:30:49+00:00,2026-05-23 22:00:00+00:00,367.31193287037036,Existing User
Muhammad Rivanza Putra Ilmar,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2026-02-03 16:51:52+00:00,2026-05-23 22:00:00+00:00,109.21398148148148,Existing User
Naila Fathinah,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2026-05-05 06:04:46+00:00,2026-05-23 22:00:00+00:00,18.663356481481483,Existing User
Naelaa,Wikimedia_Indonesia/Kopdar_Wikidata_Padang_24_Mei_2026,2025-09-09 04:05:13+00:00,2026-05-23 22:00:00+00:00,256.7463773148148,Existing User
Yola61,Wikimedia_Indonesia/Wikilatih_Wikidata_Kehutanan_UNSRAT,2026-05-21 01:09:15+00:00,2026-05-20 22:00:00+00:00,-0.13142361111111112,New User
Yulis2026,Wikimedia_Indonesia/Wikilatih_Wikidata_Kehutanan_UNSRAT,2026-05-19 05:09:08+00:00,2026-05-20 22:00:00+00:00,1.7019907407407406,New User
Eunike Potu,Wikimedia_Indonesia/Wikilatih_Wikidata_Kehutanan_UNSRAT,2026-05-19 04:55:17+00:00,2026-05-20 22:00:00+00:00,1.7116087962962963,New User
Esra Situmorang,Wikimedia_Indonesia/Wikilatih_Wikidata_Kehutanan_UNSRAT,2026-05-19 04:47:29+00:00,2026-05-20 22:00:00+00:00,1.7170254629629629,New User
Baby2026,Wikimedia_Indonesia/Wikilatih_Wikidata_Kehutanan_UNSRAT,2026-05-21 00:27:49+00:00,2026-05-20 22:00:00+00:00,-0.10265046296296296,New User
Resky Tora Madoli,Wikimedia_Indonesia/Wikilatih_Wikidata_Kehutanan_UNSRAT,2026-05-19 23:24:34+00:00,2026-05-20 22:00:00+00:00,0.9412731481481481,New User
